runs/task3_runs/select_sentence_mergerun-search_arqmath3_colbert-pya0_porterstemmer-alpha0_5-task3-highest_score.run	A.306 	runs/task3_runs/select_sentence_mergerun-search_arqmath3_colbert-pya0_porterstemmer-alpha0_5-task3-highest_post_longest_begining.run
runs/task3_runs_top1/rerank-nostemmer-task1-highest_post_longest-task1-top1.run	A.314	runs/task3_runs/select_sentence_mergerun-search_arqmath3_colbert-pya0_porterstemmer-alpha0_5-task3-highest_post_longest_begining.run
runs/task3_runs_top1/search_arqmath3_colbert-highest_post_longest-task1-top1.run	A.307	runs/task3_runs_top1/rerank-nostemmer-task1-highest_post_longest-task1-top1.run
runs/task3_runs/select_sentence_mergerun-search_arqmath3_colbert-pya0_porterstemmer-alpha0_5-task3-highest_post_longest_begining.run	A.315	runs/task3_runs_top1/search_arqmath3_colbert-highest_post_longest-task1-top1.run
runs/task3_runs/select_sentence_mergerun-search_arqmath3_colbert-pya0_porterstemmer-alpha0_5-task3-highest_score.run	A.315	runs/task3_runs_top1/search_arqmath3_colbert-highest_post_longest-task1-top1.run
runs/task3_runs_top1/rerank-nostemmer-task1-highest_post_longest-task1-top1.run	A.329	runs/task3_runs/select_sentence_maprun_arqmath3_to_colbert--pya0-porterstemmer-task3-highest_score.run
runs/task3_runs/select_sentence_maprun_arqmath3_to_colbert--pya0-porterstemmer-task3-highest_score.run	A.332	runs/task3_runs/select_sentence_mergerun-search_arqmath3_colbert-pya0_porterstemmer-alpha0_5-task3-highest_score.run
runs/task3_runs/select_sentence_mergerun-search_arqmath3_colbert-pya0_porterstemmer-alpha0_5-task3-highest_post_longest_begining.run	A.332	runs/task3_runs/select_sentence_mergerun-search_arqmath3_colbert-pya0_porterstemmer-alpha0_5-task3-highest_score.run
runs/task3_runs/select_sentence_mergerun-search_arqmath3_colbert-pya0_porterstemmer-alpha0_5-task3-highest_post_longest_begining.run	A.343	runs/task3_runs/select_sentence_mergerun-search_arqmath3_colbert-pya0_porterstemmer-alpha0_5-task3-highest_score.run
runs/task3_runs/select_sentence_maprun_arqmath3_to_colbert--pya0-porterstemmer-task3-highest_score.run	A.346	runs/task3_runs/select_sentence_mergerun-search_arqmath3_colbert-pya0_porterstemmer-alpha0_5-task3-highest_post_longest_begining.run
runs/task3_runs/select_sentence_mergerun-search_arqmath3_colbert-pya0_porterstemmer-alpha0_5-task3-highest_score.run	A.346	runs/task3_runs/select_sentence_mergerun-search_arqmath3_colbert-pya0_porterstemmer-alpha0_5-task3-highest_post_longest_begining.run
runs/task3_runs/select_sentence_mergerun-search_arqmath3_colbert-pya0_porterstemmer-alpha0_5-task3-highest_score.run	A.351	runs/task3_runs_top1/rerank-nostemmer-task1-highest_post_longest-task1-top1.run
runs/task3_runs/select_sentence_maprun_arqmath3_to_colbert--pya0-porterstemmer-task3-highest_score.run	A.355	runs/task3_runs/select_sentence_mergerun-search_arqmath3_colbert-pya0_porterstemmer-alpha0_5-task3-highest_post_longest_begining.run
runs/task3_runs_top1/search_arqmath3_colbert-highest_post_longest-task1-top1.run	A.355	runs/task3_runs/select_sentence_mergerun-search_arqmath3_colbert-pya0_porterstemmer-alpha0_5-task3-highest_post_longest_begining.run
runs/task3_runs/select_sentence_maprun_arqmath3_to_colbert--pya0-porterstemmer-task3-highest_score.run	A.356	runs/task3_runs/select_sentence_mergerun-search_arqmath3_colbert-pya0_porterstemmer-alpha0_5-task3-highest_post_longest_begining.run
runs/task3_runs/select_sentence_mergerun-search_arqmath3_colbert-pya0_porterstemmer-alpha0_5-task3-highest_score.run	A.356	runs/task3_runs/select_sentence_mergerun-search_arqmath3_colbert-pya0_porterstemmer-alpha0_5-task3-highest_post_longest_begining.run
runs/task3_runs_top1/rerank-nostemmer-task1-highest_post_longest-task1-top1.run	A.356	runs/task3_runs/select_sentence_mergerun-search_arqmath3_colbert-pya0_porterstemmer-alpha0_5-task3-highest_post_longest_begining.run
runs/task3_runs_top1/search_arqmath3_colbert-highest_post_longest-task1-top1.run	A.356	runs/task3_runs/select_sentence_mergerun-search_arqmath3_colbert-pya0_porterstemmer-alpha0_5-task3-highest_post_longest_begining.run
runs/task3_runs/select_sentence_mergerun-search_arqmath3_colbert-pya0_porterstemmer-alpha0_5-task3-highest_score.run	A.363	runs/task3_runs_top1/rerank-nostemmer-task1-highest_post_longest-task1-top1.run
runs/task3_runs_top1/search_arqmath3_colbert-highest_post_longest-task1-top1.run	A.363	runs/task3_runs_top1/rerank-nostemmer-task1-highest_post_longest-task1-top1.run
runs/task3_runs_top1/rerank-nostemmer-task1-highest_post_longest-task1-top1.run	A.368	runs/task3_runs/select_sentence_mergerun-search_arqmath3_colbert-pya0_porterstemmer-alpha0_5-task3-highest_score.run
runs/task3_runs/select_sentence_mergerun-search_arqmath3_colbert-pya0_porterstemmer-alpha0_5-task3-highest_score.run	A.372	runs/task3_runs/select_sentence_maprun_arqmath3_to_colbert--pya0-porterstemmer-task3-highest_score.run
runs/task3_runs/select_sentence_mergerun-search_arqmath3_colbert-pya0_porterstemmer-alpha0_5-task3-highest_score.run	A.379	runs/task3_runs_top1/search_arqmath3_colbert-highest_post_longest-task1-top1.run
runs/task3_runs/select_sentence_mergerun-search_arqmath3_colbert-pya0_porterstemmer-alpha0_5-task3-highest_post_longest_begining.run	A.379	runs/task3_runs_top1/search_arqmath3_colbert-highest_post_longest-task1-top1.run
runs/task3_runs/select_sentence_mergerun-search_arqmath3_colbert-pya0_porterstemmer-alpha0_5-task3-highest_post_longest_begining.run	A.389	runs/task3_runs/select_sentence_mergerun-search_arqmath3_colbert-pya0_porterstemmer-alpha0_5-task3-highest_score.run
runs/task3_runs/select_sentence_maprun_arqmath3_to_colbert--pya0-porterstemmer-task3-highest_score.run	A.390	In general we know (I remember that it was an exercise of Walter Rudin book , Principles of Mathematical Analysis ) if $x_n$ converges then $\lim_{n\to\infty}\frac{x_1+x_2+...+x_n}{n}=\lim_{n\to\infty}x_n$, now take $x_n=\frac{1}{n}$, since $\lim_{n\to\infty} \frac{1}{n}=0$, hence we get the desired result.
runs/task3_runs/select_sentence_mergerun-search_arqmath3_colbert-pya0_porterstemmer-alpha0_5-task3-highest_post_longest_begining.run	A.390	In general we know (I remember that it was an exercise of Walter Rudin book , Principles of Mathematical Analysis ) if $x_n$ converges then $\lim_{n\to\infty}\frac{x_1+x_2+...+x_n}{n}=\lim_{n\to\infty}x_n$, now take $x_n=\frac{1}{n}$, since $\lim_{n\to\infty} \frac{1}{n}=0$, hence we get the desired result.
runs/task3_runs/select_sentence_mergerun-search_arqmath3_colbert-pya0_porterstemmer-alpha0_5-task3-highest_score.run	A.390	In general we know (I remember that it was an exercise of Walter Rudin book , Principles of Mathematical Analysis ) if $x_n$ converges then $\lim_{n\to\infty}\frac{x_1+x_2+...+x_n}{n}=\lim_{n\to\infty}x_n$, now take $x_n=\frac{1}{n}$, since $\lim_{n\to\infty} \frac{1}{n}=0$, hence we get the desired result.
runs/task3_runs_top1/rerank-nostemmer-task1-highest_post_longest-task1-top1.run	A.390	In general we know (I remember that it was an exercise of Walter Rudin book , Principles of Mathematical Analysis ) if $x_n$ converges then $\lim_{n\to\infty}\frac{x_1+x_2+...+x_n}{n}=\lim_{n\to\infty}x_n$, now take $x_n=\frac{1}{n}$, since $\lim_{n\to\infty} \frac{1}{n}=0$, hence we get the desired result.
runs/task3_runs_top1/search_arqmath3_colbert-highest_post_longest-task1-top1.run	A.390	In general we know (I remember that it was an exercise of Walter Rudin book , Principles of Mathematical Analysis ) if $x_n$ converges then $\lim_{n\to\infty}\frac{x_1+x_2+...+x_n}{n}=\lim_{n\to\infty}x_n$, now take $x_n=\frac{1}{n}$, since $\lim_{n\to\infty} \frac{1}{n}=0$, hence we get the desired result.
runs/task3_runs/select_sentence_maprun_arqmath3_to_colbert--pya0-porterstemmer-task3-highest_score.run	A.391	runs/task3_runs_top1/search_arqmath3_colbert-highest_post_longest-task1-top1.run
runs/task3_runs/select_sentence_mergerun-search_arqmath3_colbert-pya0_porterstemmer-alpha0_5-task3-highest_post_longest_begining.run	A.391	runs/task3_runs_top1/search_arqmath3_colbert-highest_post_longest-task1-top1.run
runs/task3_runs/select_sentence_mergerun-search_arqmath3_colbert-pya0_porterstemmer-alpha0_5-task3-highest_score.run	A.391	runs/task3_runs_top1/search_arqmath3_colbert-highest_post_longest-task1-top1.run
runs/task3_runs_top1/rerank-nostemmer-task1-highest_post_longest-task1-top1.run	A.391	runs/task3_runs_top1/search_arqmath3_colbert-highest_post_longest-task1-top1.run
runs/task3_runs_top1/search_arqmath3_colbert-highest_post_longest-task1-top1.run	A.391	runs/task3_runs_top1/search_arqmath3_colbert-highest_post_longest-task1-top1.run
runs/task3_runs/select_sentence_maprun_arqmath3_to_colbert--pya0-porterstemmer-task3-highest_score.run	A.396	runs/task3_runs/select_sentence_maprun_arqmath3_to_colbert--pya0-porterstemmer-task3-highest_score.run
runs/task3_runs/select_sentence_mergerun-search_arqmath3_colbert-pya0_porterstemmer-alpha0_5-task3-highest_post_longest_begining.run	A.396	runs/task3_runs/select_sentence_maprun_arqmath3_to_colbert--pya0-porterstemmer-task3-highest_score.run
runs/task3_runs/select_sentence_mergerun-search_arqmath3_colbert-pya0_porterstemmer-alpha0_5-task3-highest_score.run	A.396	runs/task3_runs/select_sentence_maprun_arqmath3_to_colbert--pya0-porterstemmer-task3-highest_score.run
runs/task3_runs_top1/rerank-nostemmer-task1-highest_post_longest-task1-top1.run	A.396	runs/task3_runs/select_sentence_maprun_arqmath3_to_colbert--pya0-porterstemmer-task3-highest_score.run
runs/task3_runs_top1/search_arqmath3_colbert-highest_post_longest-task1-top1.run	A.396	runs/task3_runs/select_sentence_maprun_arqmath3_to_colbert--pya0-porterstemmer-task3-highest_score.run
runs/task3_runs/select_sentence_maprun_arqmath3_to_colbert--pya0-porterstemmer-task3-highest_score.run	A.399	runs/task3_runs_top1/rerank-nostemmer-task1-highest_post_longest-task1-top1.run
runs/task3_runs/select_sentence_mergerun-search_arqmath3_colbert-pya0_porterstemmer-alpha0_5-task3-highest_post_longest_begining.run	A.399	runs/task3_runs_top1/rerank-nostemmer-task1-highest_post_longest-task1-top1.run
runs/task3_runs/select_sentence_mergerun-search_arqmath3_colbert-pya0_porterstemmer-alpha0_5-task3-highest_score.run	A.399	runs/task3_runs_top1/rerank-nostemmer-task1-highest_post_longest-task1-top1.run
runs/task3_runs_top1/rerank-nostemmer-task1-highest_post_longest-task1-top1.run	A.399	runs/task3_runs_top1/rerank-nostemmer-task1-highest_post_longest-task1-top1.run
runs/task3_runs_top1/search_arqmath3_colbert-highest_post_longest-task1-top1.run	A.399	runs/task3_runs_top1/rerank-nostemmer-task1-highest_post_longest-task1-top1.run
